School Code,School Name,School Address,City,Zip,State
50381,Acacia Wood School,,,,CA
50402,Providence High School,,,,CA
50423,Viewpoint School,,,,CA
50425,Calexico High School,1030 Encinas Ave.,Calexico,92231,CA
50438,Adolfo Camarillo High School,4660 Mission Oaks Blvd.,Camarillo,93012,CA
50462,AGBU Manoogian-Demirdjian School,,,,CA
50471,Carlsbad Seaside Academy,3557 Monroe St.,Carlsbad,92008,CA
50475,Carmel High School,3600 Ocean Ave.,Carmel,93923,CA
50491,California Academy of Mathematics and Science,1000 E. Victoria St.,Carson,90747,CA
50526,Whitney Middle High School,16800 Shoemaker Ave.,Cerritos,90703,CA
50527,Cerritos High School,12500 E. 183rd St.,Cerritos,90703,CA
50528,Chatsworth High School,10027 Lurline Ave.,Chatsworth,91311,CA
50563,Ruben S Ayala High School,14255 Peyton Ave.,Chino Hills,91709,CA
50566,Don Antonio Lugo High School,13400 Pipeline Ave.,Chino,91710,CA
50573,Castle Park High School,1395 Hilltop Dr.,Chula Vista,91911,CA
50579,Eastlake High School,1120 E.lake Pkwy.,Chula Vista,91915,CA
50580,Chula Vista Senior High School,820 Fourth Ave.,Chula Vista,91911,CA
50581,Hilltop High School,555 Claire Ave.,Chula Vista,91910,CA
50602,Otay High School,1250 Olympic Pkwy.,Chula Vista,91913,CA
50656,Carondelet High School,,,,CA
50659,College Park High School,201 Viking Dr.,Pleasant Hill,94523,CA
50666,Northgate High School,425 Castle Rock Rd.,Walnut Creek,94598,CA
50676,Centennial High School,1820 Rimpau Ave.,Corona,92881,CA
50680,Coronado High School,650 D Ave.,Coronado,92118,CA
50683,Costa Mesa High School,2650 Fairview Rd.,Costa Mesa,92626,CA
50692,Santiago High School,1395 Foothill Pkwy.,Corona,92881,CA
50700,Covina High School,463 S. Hollenbeck Ave.,Covina,91723,CA
50703,Northview High School,1016 W. Cypress Ave.,Covina,91722,CA
50704,South Hills High School,645 S. Barranca St.,West Covina,91723,CA
50714,Cypress High School,9801 Valley View St.,Cypress,90630,CA
50715,Culver City High School,4401 Elenda St.,Culver City,90230,CA
50722,Richard Gahr High School,11111 Artesia Blvd.,Cerritos,90703,CA
50725,San Ramon Valley High School,501 Danville Blvd.,Danville,94526,CA
50727,Monte Vista High School,3131 Stone Valley Rd.,Danville,94526,CA
50755,Dixon High School,555 College Way,Dixon,95620,CA
50771,Warren High School,8141 De Palma St.,Downey,90241,CA
50776,Oxford Academy,5172 Orange Ave.,Cypress,90630,CA
50784,Dublin High School,8151 Village Pkwy.,Dublin,94568,CA
50805,El Cajon Valley High School,1035 E. Madison Ave.,El Cajon,92021,CA
50810,Central Union High School,1001 Brighton Ave.,El Centro,92243,CA
50818,Oak Ridge High School,1120 Harvard Way,El Dorado Hills,95762,CA
50830,Arroyo High School,4921 N. Cedar Ave.,El Monte,91732,CA
50835,El Monte High School,3048 N. Tyler Ave.,El Monte,91731,CA
50845,El Segundo High School,640 Main St.,El Segundo,90245,CA
50855,Elsinore High School,21800 Canyon Dr.,Wildomar,92595,CA
50857,Pacific Academy,,,,CA
50858,La Costa Canyon High School,1 Maverick Way,Encinitas,92009,CA
50860,Emery Secondary School,915 54th St.,Oakland,94608,CA
50865,San Dieguito Academy,800 Santa Fe Dr.,Encinitas,92024,CA
50873,Orange Glen High School,2200 Glen Ridge Rd.,Escondido,92027,CA
50876,Calvin Christian High School,,,,CA
50880,Escondido High School,1535 N. BRd.way,Escondido,92026,CA
50883,San Marcos High School,1615 San Marcos Blvd.,San Marcos,92078,CA
50884,San Pasqual High School,3300 Bear Valley Pkwy.,Escondido,92025,CA
50893,Canyon Crest Academy,5951 Village Center Loop Rd.,San Diego,92130,CA
50897,Summit High School,15551 Summit Ave.,Fontana,92336,CA
50898,Saint Bernard's Academy,,,,CA
50903,Quarry Lane School,,,,CA
50911,Fairfield High School,205 E. Atlantic Ave.,Fairfield,94533,CA
50915,Del Campo High School,4925 Dewey Dr.,Fair Oaks,95628,CA
50919,Angelo Rodriguez High School,5000 Red Top Rd.,Fairfield,94534,CA
50944,A B Miller High School,6821 Oleander Ave.,Fontana,92336,CA
50963,Los Amigos High School,16566 Newhope St.,Fountain Valley,92708,CA
50964,Fountain Valley High School,17816 Bushard,Fountain Valley,92708,CA
50968,Irvington High School,41800 Blacow Rd.,Fremont,94538,CA
50969,James Logan High School,1800 H St.,Union City,94587,CA
50974,American High School,36300 Fremont Blvd.,Fremont,94536,CA
50978,Fremont Christian High School,,,,CA
50980,Edison High School,540 E. California Ave.,Fresno,93706,CA
50995,Theodore Roosevelt High School,4250 E. Tulare St.,Fresno,93702,CA
51000,Washington Union High School,6041 S. Elm Ave.,Fresno,93706,CA
51007,Rosary Academy,,,,CA
51008,Sunny Hills High School,1801 Warburton Way,Fullerton,92833,CA
51009,Troy High School,2200 E. Dorothy Ln.,Fullerton,92831,CA
51015,Galt High School,145 N. Lincoln Way,Galt,95632,CA
51030,Garden Grove High School,11271 Stanford Ave.,Garden Grove,92840,CA
51034,Pacifica High School,6851 Lampson Ave.,Garden Grove,92845,CA
51088,Granada Hills Charter High School,10535 Zelzah Ave.,Granada Hills,91344,CA
51092,Bear River High School,11130 Magnolia Rd.,Grass Valley,95949,CA
51106,Granite Bay High School,1 Grizzly Way,Granite Bay,95746,CA
51156,Moreau Catholic High School,,,,CA
51160,Healdsburg High School,1024 Prince St.,Healdsburg,95448,CA
51165,Hemet High School,41701 Stetson Ave.,Hemet,92544,CA
51206,Hercules High School,1900 Refugio Valley Rd.,Hercules,94547,CA
51220,Huntington Beach High School,1905 Main St.,Huntington Beach,92648,CA
51231,Leadership Public School Hayward,28000 Calaroga Ave.,Hayward,94545,CA
51239,Montgomery High School,3250 Palm Ave.,San Diego,92154,CA
51242,Mar Vista High School,505 Elm Ave.,Imperial Beach,91932,CA
51244,Mater Dei Catholic High School,,,,CA
51267,Arnold O Beckman High School,3588 Bryan Ave.,Irvine,92602,CA
51269,Tarbut V'Torah Community Day School,,,,CA
51274,Woodbridge High School,2 Meadowbrook,Irvine,92604,CA
51290,Kelseyville High School,5480 Main St.,Kelseyville,95451,CA
51300,Bentley School,,,,CA
51315,Acalanes High School,1200 Pleasant Hill Rd.,Lafayette,94549,CA
51320,Laguna Beach High School,625 Park Ave.,Laguna Beach,92651,CA
51325,La Habra High School,801 W. Highlander Ave.,La Habra,90631,CA
51335,La Jolla High School,750 Nautilus St.,La Jolla,92037,CA
51340,Rim of the World High School,27400 Highway 18,Lake Arrowhead,92352,CA
51347,Lakewood High School,4400 Briercrest Ave.,Lakewood,90713,CA
51348,Mayfair Middle-High School,6000 N. Woodruff Ave.,Lakewood,90713,CA
51349,Saint Joseph High School,,,,CA
51350,Helix Charter High School,7323 Univ Ave.,La Mesa,91941,CA
51352,La Mirada High School,13520 Adelfa Dr.,La Mirada,90638,CA
51355,Antelope Valley High School,44900 N. Division St.,Lancaster,93535,CA
51356,Paraclete High School,,,,CA
51357,Nogales High School,401 S. Nogales St.,La Puente,91744,CA
51362,Bishop Amat Memorial High School,,,,CA
51369,Laguna Hills High School,25401 Paseo de Valencia,Laguna Hills,92653,CA
51370,Bonita High School,3102 D St.,La Verne,91750,CA
51402,Temescal Canyon High School,28755 El Toro Rd.,Lake Elsinore,92532,CA
51405,Lincoln High School,790 J St.,Lincoln,95648,CA
51412,Lancaster High School,44701 32nd St. W.,Lancaster,93536,CA
51415,Lindsay High School,1849 E. Tulare Rd.,Lindsay,93247,CA
51418,Littlerock High School,10833 E. Ave. R,Littlerock,93543,CA
51423,Granada High School,400 Wall St.,Livermore,94550,CA
51430,Livingston High School,1617 Main St.,Livingston,95334,CA
51455,Lompoc High School,515 W. College Ave.,Lompoc,93436,CA
51476,Robert Millikan High School,2800 Snowden Ave.,Long Beach,90815,CA
51480,Long Beach Polytechnic High School,1600 Atlantic Ave.,Long Beach,90813,CA
51498,Lennox Mathematics Science and Technology Academy,11036 Hawthorne Blvd.,Lennox,90304,CA
51504,Juan Rodriguez Cabrillo High School,2001 Santa Fe Ave.,Long Beach,90810,CA
51508,Los Alamitos High School,3591 Cerritos Ave.,Los Alamitos,90720,CA
51514,The King's Academy,,,,CA
51525,Alexander Hamilton High School,2955 Robertson Blvd.,Los Angeles,90034,CA
51547,Pacific Hills School,,,,CA
51550,Benjamin Franklin High School,820 N. Ave. 54,Los Angeles,90042,CA
51554,Bishop Mora Salesian High School,,,,CA
51555,Brentwood School,,,,CA
51625,Immaculate Heart Middle High School,,,,CA
51628,The Buckley School,,,,CA
51635,James A Garfield High School,5101 E. Sixth St.,Los Angeles,90022,CA
51650,John Marshall High School,3939 Tracy St.,Los Angeles,90027,CA
51660,Los Angeles Leadership Academy High School,234 E. Ave. 33,Los Angeles,90031,CA
51662,UCLA Community School,700 S. Mariposa Ave.,Los Angeles,90005,CA
51672,King Drew Magnet High School Medicine and Science,1601 E. 120th St.,Los Angeles,90059,CA
51685,Loyola High School,,,,CA
51727,Milken Community High School,,,,CA
51730,Notre Dame Academy High School,,,,CA
51758,Rose and Alex Pilibos Armenian School,,,,CA
51760,Sacred Heart High School,,,,CA
51788,Foshay Learning Center,3751 S. Harvard Blvd.,Los Angeles,90018,CA
51795,Susan Miller Dorsey High School,3537 Farmdale Ave.,Los Angeles,90016,CA
51804,ALLIANCE CINDY & BILL SIMON TECH ACADEMY HIGH SCHL,10720 S. Wilmington Ave.,Los Angeles,90059,CA
51805,Theodore Roosevelt Senior High School,456 S. Mathews St.,Los Angeles,90033,CA
51828,Venice High School,13000 Venice Blvd.,Los Angeles,90066,CA
51862,Edward R Roybal Learning Center,1200 W. Colton St.,Los Angeles,90026,CA
51863,Dunn School,,,,CA
51892,Mammoth High School,365 Sierra Park Rd.,Mammoth Lakes,93546,CA
51895,Mira Costa High School,1401 Artesia Blvd.,Manhattan Beach,90266,CA
51899,East Union High School,1700 N. Union Rd.,Manteca,95336,CA
51900,Manteca High School,450 E. Yosemite Ave.,Manteca,95336,CA
51907,Paloma Valley High School,31375 Bradley Rd.,Menifee,92584,CA
51915,Alhambra High School,150 E St.,Martinez,94553,CA
51953,Golden Valley High School,2121 E. Childs Ave.,Merced,95344,CA
51958,Trabuco Hills High School,27501 Cordova Rd.,Mission Viejo,92691,CA
51963,Merced High School,205 W. Olive Ave.,Merced,95348,CA
51968,Capistrano Valley High School,26301 Via Escolar,Mission Viejo,92692,CA
51974,El Toro High School,25255 Toledo Way,Lake Forest,92630,CA
51975,Tamalpais High School,700 Miller Ave.,Mill Valley,94941,CA
52000,Thomas Downey High School,1000 Coffee Rd.,Modesto,95355,CA
52021,Big Valley Christian High School,,,,CA
52022,East Palo Alto Academy,1050 Myrtle St.,East Palo Alto,94303,CA
52042,Oakwood School,,,,CA
52048,Seaside High School,2200 Noche Buena St.,Seaside,93955,CA
52056,Rancho Verde High School,17750 Lasselle St.,Moreno Valley,92551,CA
52057,Valley View High School,13135 Nason St.,Moreno Valley,92555,CA
52061,Morro Bay High School,235 Atascadero Rd.,Morro Bay,93442,CA
52077,Saint Francis High School,,,,CA
52082,Justin-Siena High School,,,,CA
52085,Napa High School,2475 Jefferson St.,Napa,94558,CA
52105,Sweetwater High School,2900 Highland Ave.,National City,91950,CA
52114,Newark Memorial High School,39375 Cedar Blvd.,Newark,94560,CA
52117,Newbury Park High School,456 N. Reino Rd.,Newbury Park,91320,CA
52120,William S Hart High School,24825 N. Newhall Ave.,Newhall,91321,CA
52128,Corona Del Mar High School,2101 E.bluff Dr.,Newport Beach,92660,CA
52130,Newport Harbor High School,600 Irvine Ave.,Newport Beach,92663,CA
52133,Campbell Hall,,,,CA
52141,Center High School,3111 Center Ct. Ln.,Antelope,95843,CA
52145,North Hollywood High School,5231 Colfax Ave.,North Hollywood,91601,CA
52159,Harvard-Westlake School,,,,CA
52167,Norwalk High School,11356 E. Leffingwell Rd.,Norwalk,90650,CA
52172,San Marin High School,15 San Marin Dr.,Novato,94945,CA
52185,Bishop O'Dowd High School,,,,CA
52209,School For Independent Learners,,,,CA
52211,Nipomo High School,525 N. Thompson Rd.,Nipomo,93444,CA
52212,Life Academy High School,2101 35th Ave.,Oakland,94601,CA
52225,Oakland High School,1023 MacArthur Blvd.,Oakland,94610,CA
52238,Skyline High School,12250 Skyline Blvd.,Oakland,94619,CA
52240,Oakland Technical High School,4351 BRd.way,Oakland,94611,CA
52256,Laurel Springs School,,,,CA
52262,Ojai Valley School,,,,CA
52267,Canyon High School,220 S. Imperial Hwy.,Anaheim,92807,CA
52275,Chaffey High School,1245 N. Euclid Ave.,Ontario,91762,CA
52276,El Modena High School,3920 Spring St.,Orange,92869,CA
52280,Orange High School,525 N. Shaffer St.,Orange,92867,CA
52282,Miramonte High School,750 Moraga Way,Orinda,94563,CA
52290,Orosi High School,41815 Rd. 128,Orosi,93647,CA
52305,Oxnard High School,3400 W. Gonzales Rd.,Oxnard,93036,CA
52310,Pacific Grove High School,615 Sunset Dr.,Pacific Grove,93950,CA
52315,Palmdale High School,2137 E. Ave. R,Palmdale,93550,CA
52319,Palm Desert High School,74-910 Aztec Rd.,Palm Desert,92260,CA
52325,The Lawhorn School,,,,CA
52327,Palisades Charter High School,15777 Bowdoin St.,Pacific Palisades,90272,CA
52347,Henry M Gunn High School,780 Arastradero Rd.,Palo Alto,94306,CA
52358,Palos Verdes High School,600 Cloyden Rd.,Palos Verdes Estates,90274,CA
52379,Pacifica High School,600 E. Gonzales Rd.,Oxnard,93036,CA
52437,Serrano High School,9292 Sheep Creek Rd.,Phelan,92329,CA
52440,Perris High School,175 E. Nuevo Rd.,Perris,92571,CA
52455,Saint Vincent High School,,,,CA
52462,Piedmont High School,800 Magnolia Ave.,Piedmont,94611,CA
52464,Pinole Valley High School,2900 Pinole Valley Rd.,Pinole,94564,CA
52478,El Dorado High School,1651 N. Valencia Ave.,Placentia,92870,CA
52480,Valencia High School,500 N. Bradford Ave.,Placentia,92870,CA
52485,El Dorado High School,561 Canal St.,Placerville,95667,CA
52491,Knight High School,37423 70th St. E.,Palmdale,93552,CA
52495,Amador Valley High School,1155 Santa Rita Rd.,Pleasanton,94566,CA
52500,Point Arena High School,270 Lake St.,Point Arena,95468,CA
52502,Damien High School,,,,CA
52503,Ganesha High School,1151 Fairplex Dr.,Pomona,91768,CA
52505,Pomona High School,475 Bangor St.,Pomona,91767,CA
52516,Diamond Ranch High School,100 Diamond Ranch Dr.,Pomona,91766,CA
52518,City of Knowledge,,,,CA
52533,Poway High School,15500 Espola Rd.,Poway,92064,CA
52536,Rancho Bernardo High School,13010 Paseo Lucido,San Diego,92128,CA
52541,Highland High School,39055 25th St. W.,Palmdale,93551,CA
52543,Quartz Hill High School,6040 W. Ave. L,Quartz Hill,93536,CA
52567,Martin Luther King High School,9301 Wood Rd.,Riverside,92508,CA
52598,Woodcreek High School,2551 Woodcreek Oaks Blvd.,Roseville,95747,CA
52600,Redondo Union High School,631 Vincent Park,Redondo Beach,90277,CA
52609,Rocklin High School,5301 Victory Ln.,Rocklin,95765,CA
52617,Sherman Oaks Center for Enriched Studies,18605 Erwin St.,Reseda,91335,CA
52629,Rialto High School,595 S. Eucalyptus Ave.,Rialto,92376,CA
52655,El Rancho High School,6501 S. Passons Blvd.,Pico Rivera,90660,CA
52658,Arlington High School,2951 Jackson St.,Riverside,92503,CA
52661,John W North High School,1550 W. Third St.,Riverside,92507,CA
52670,Ramona High School,7675 Magnolia Ave.,Riverside,92504,CA
52680,Chadwick School,,,,CA
52681,Rolling Hills Preparatory School,,,,CA
52683,Palos Verdes Peninsula High School,27118 Silver Spur Rd.,Rolling Hills Estates,90274,CA
52690,Roseville High School,1 Tiger Way,Roseville,95678,CA
52694,Glen A Wilson High School,16455 Wedgeworth Dr.,Hacienda Heights,91745,CA
52696,John A Rowland High School,2000 S. Otterbein St.,Rowland Heights,91748,CA
52698,Saint Francis High School,,,,CA
52705,C K McClatchy High School,3066 Freeport Blvd.,Sacramento,95818,CA
52714,Jesuit High School,,,,CA
52730,Rio Americano High School,4540 American River Dr.,Sacramento,95864,CA
52733,Sacramento Country Day School,,,,CA
52741,Santa Fe Christian School,,,,CA
52748,Notre Dame High School,,,,CA
52755,Salinas High School,726 S. Main St.,Salinas,93901,CA
52759,West Shores High School,2381 Shore Hawk Ave.,Salton City,92275,CA
52814,San Clemente High School,700 Avenido Pico,San Clemente,92673,CA
52820,Academy of Our Lady of Peace,,,,CA
52836,Christian High School,,,,CA
52837,Clairemont High School,4150 Ute Dr.,San Diego,92117,CA
52850,Herbert Hoover High School,4474 El Cajon Blvd.,San Diego,92115,CA
52860,Mission Bay High School,2475 Grand Ave.,San Diego,92109,CA
52867,Patrick Henry High School,6702 Wandermere Dr.,San Diego,92120,CA
52881,Morse High School,6905 Skyline Dr.,San Diego,92114,CA
52887,University City High School,6949 Genesee Ave.,San Diego,92122,CA
52891,Junipero Serra High School,5156 Santo Rd.,San Diego,92124,CA
52892,Southwest High School,1685 Hollister St.,San Diego,92154,CA
52896,Cathedral Catholic High School,,,,CA
52902,James Monroe High School,9229 Haskell Ave.,North Hills,91343,CA
52905,San Fernando High School,11133 O'Melveny Ave.,San Fernando,91340,CA
52908,Sylmar High School,13050 Borden Ave.,Sylmar,91342,CA
52910,Abraham Lincoln High School,2162 24th Ave.,San Francisco,94116,CA
52916,Balboa High School,1000 Cayuga Ave.,San Francisco,94112,CA
52945,Galileo Academy of Science and Technology,1150 Francisco St.,San Francisco,94109,CA
52946,San Diego Jewish Academy,,,,CA
52950,George Washington High School,600 32nd Ave.,San Francisco,94121,CA
52970,Lowell High School,1101 Eucalyptus Dr.,San Francisco,94132,CA
52980,Mission High School,3750 18th St.,San Francisco,94114,CA
52984,Jewish Community High School of the Bay,,,,CA
52986,Westview High School,13500 Camino Del Sur,San Diego,92129,CA
52987,Los Osos High School,6001 Milliken Ave.,Rancho Cucamonga,91737,CA
52994,Phillip and Sala Burton Academic High School,400 Mansell St.,San Francisco,94134,CA
52999,Raoul Wallenberg Traditional High School,40 Vega St.,San Francisco,94115,CA
53005,Sacred Heart Cathedral Preparatory,,,,CA
53014,Magnolia Science Academy - 1 Reseda,18238 Sherman Way,Reseda,91335,CA
53033,Ruth Asawa Sota High School,555 Portola Dr.,San Francisco,94131,CA
53038,San Francisco Christian School,,,,CA
53061,San Gabriel Mission High School,,,,CA
53070,San Jacinto High School,500 Idyllwild Dr.,San Jacinto,92583,CA
53088,Gunderson High School and Plus Program,620 Gaundabert Ln.,San Jose,95136,CA
53091,Leland High School,6677 Camden Ave.,San Jose,95120,CA
53094,Mount Pleasant High School,1750 S. White Rd.,San Jose,95127,CA
53095,Notre Dame High School,,,,CA
53100,Silver Creek High School,3434 Silver Creek Rd.,San Jose,95121,CA
53106,Santa Teresa High School,6150 Snell Rd.,San Jose,95123,CA
53112,Saint Margaret's Episcopal School,,,,CA
53120,San Leandro High School,2200 Bancroft Ave.,San Leandro,94577,CA
53125,Arroyo High School,15701 Lorenzo Ave.,San Lorenzo,94580,CA
53140,Mission College Preparatory Catholic High School,,,,CA
53145,San Luis Obispo High School,1499 San Luis Dr.,San Luis Obispo,93401,CA
53149,Tesoro High School,1 Tesoro Creek Rd.,Las Flores,92688,CA
53169,Evergreen Valley High School,3300 Quimby Rd.,San Jose,95148,CA
53175,San Mateo High School,506 N. Delaware St.,San Mateo,94401,CA
53195,San Pedro High School,1001 W. 15th St.,San Pedro,90731,CA
53197,JSerra Catholic High School,,,,CA
53209,San Diego High School of Business Leaders,1405 Park Blvd.,San Diego,92101,CA
53222,San Rafael High School,185 Mission Ave,San Rafael,94901,CA
53229,California High School,9870 BRd.moor Dr.,San Ramon,94583,CA
53231,Terra Linda High School,320 Nova Albion Way,San Rafael,94903,CA
53234,Foothill High School,19251 Dodge Ave.,Santa Ana,92705,CA
53249,Century High School,1401 S. Grand Ave.,Santa Ana,92705,CA
53251,Calvary Chapel High School,,,,CA
53276,Adrian C Wilcox High School,3250 Monroe St.,Santa Clara,95051,CA
53280,Santa Clara High School,3000 Benton St.,Santa Clara,95051,CA
53293,Harbor High School,300 La Fonda Ave.,Santa Cruz,95062,CA
53310,Saint Monica Catholic High School,,,,CA
53323,Windward School,,,,CA
53336,Saugus High School,21900 Centurion Way,Saugus,91350,CA
53341,Canyon High School,19300 W. Nadal St.,Canyon Country,91351,CA
53342,Santana High School,9915 N. Magnolia Ave.,Santee,92071,CA
53360,Shafter High School,526 Mannel Ave.,Shafter,93263,CA
53372,Santa Susana High School,3570 E. Cochran St.,Simi Valley,93063,CA
53373,Ponderosa High School,3661 Ponderosa Rd.,Shingle Springs,95682,CA
53379,Royal High School,1402 Royal Ave.,Simi Valley,93065,CA
53380,Simi Valley High School,5400 Cochran St.,Simi Valley,93063,CA
53381,West Hills High School,8756 Mast Blvd.,Santee,92071,CA
53383,Grace Brethren High School,,,,CA
53404,South El Monte High School,1001 Durfee Ave.,South El Monte,91733,CA
53420,Edison Senior High School,100 W Dr MLK Blv,Stockton,95206,CA
53459,Moreno Valley High School,23300 Cottonwood Ave.,Moreno Valley,92553,CA
53463,Lynbrook High School,1280 Johnson Ave.,San Jose,95129,CA
53466,Monta Vista High School,21840 McClellan Rd.,Cupertino,95014,CA
53467,Francis Polytechnic Senior High School,12431 Roscoe Blvd.,Sun Valley,91352,CA
53468,Village Christian High School,,,,CA
53499,Temecula Valley High School,31555 Rancho Vista Rd.,Temecula,92592,CA
53500,Templeton High School,1200 Main St.,Templeton,93465,CA
53503,Westlake High School,100 N. Lakeview Canyon Rd.,Westlake Village,91362,CA
53510,Tomales High School,3850 Irvin Rd.,Tomales,94971,CA
53515,Carson High School,22328 S. Main St.,Carson,90745,CA
53521,West High School,20401 Victor St.,Torrance,90503,CA
53522,South High School,4801 Pacific Coast Hwy.,Torrance,90505,CA
53523,Torrance High School,2200 Carson St.,Torrance,90501,CA
53527,Vermont Christian School,,,,CA
53533,Vanden High School,2951 Markeley Ln.,Fairfield,94533,CA
53539,Chaparral High School,27215 Nicolas Rd.,Temecula,92591,CA
53550,Tulare Union High School,755 E. Tulare Ave.,Tulare,93274,CA
53557,Soledad High School,425 Gabilan Dr.,Soledad,93960,CA
53580,Ukiah High School,1000 Low Gap Rd.,Ukiah,95482,CA
53608,Valencia High School,27801 N. Dickason Dr.,Valencia,91355,CA
53626,Sonoma Academy,,,,CA
53628,San Ysidro High School,5353 Airway Rd.,San Diego,92154,CA
53635,Van Nuys High School,6535 Cedros Ave.,Van Nuys,91411,CA
53655,Ventura High School,2 N. Catalina St.,Ventura,93001,CA
53668,Rancho Buena Vista High School,1601 Longhorn Dr.,Vista,92081,CA
53682,Silverado High School,14048 Cobalt Rd.,Victorville,92392,CA
53683,Berean Christian High School,,,,CA
53737,La Quinta High School,10372 McFadden St.,Westminster,92683,CA
53747,Harbor Teacher Preparatory Academy,1111 Figueroa Pl.,Wilmington,90744,CA
53755,California High School,9800 S. Mills Ave.,Whittier,90604,CA
53756,La Serna High School,15301 E. Youngwood Dr.,Whittier,90605,CA
53765,Whittier High School,12417 E. Philadelphia St.,Whittier,90601,CA
53795,Woodlake High School,400 W. Whitney Ave.,Woodlake,93286,CA
53801,El Camino Real Charter High School,5440 Valley Cir. Blvd.,Woodland Hills,91367,CA
53806,William Howard Taft High School,5461 Winnetka Ave.,Woodland Hills,91364,CA
53808,Woodside High School,199 Churchill Ave.,Woodside,94062,CA
53811,Faith Christian School,,,,CA
53820,Yucaipa High School,33000 Yucaipa Blvd.,Yucaipa,92399,CA
53843,Aspire Benjamin Holt College Preparatory Academy,3201 E. Morada Ln.,Stockton,95212,CA
53871,Golden Valley High School,27051 Robert C. Lee Pkwy.,Santa Clarita,91321,CA
53877,Bradshaw Christian School,,,,CA
53880,Great Oak High School,32555 Deer Hollow Way,Temecula,92592,CA
53900,Kearny School of Science Connections and Technology,7651 Wellington Way,San Diego,92111,CA
53912,University Preparatory School,2200 Eureka Way,Redding,96001,CA
53964,River Valley High School,801 El Margarita Rd.,Yuba City,95993,CA
53972,Oakland Military Institute College Preparatory Academy,3877 Lusk St.,Oakland,94608,CA
53978,Citrus Hill High School,18150 Wood Rd.,Perris,92570,CA
53980,South East High School,2720 Tweedy Blvd.,South Gate,90280,CA
53998,Maywood Academy High School,6125 Pine Ave.,Maywood,90270,CA
54038,Sierra Canyon School,,,,CA
54043,James Enochs High School,3201 Sylvan Ave.,Modesto,95355,CA
54060,Eastside High School,3200 E. Ave. J-8,Lancaster,93535,CA
54072,Olympian High School,1925 Magdalena Ave.,Chula Vista,91913,CA
54078,Eleanor Roosevelt High School,7447 Scholar Way,Eastvale,92880,CA
54088,Alliance Judy Ivie Burton Technology Academy High School,10101 S. BRd.way,Los Angeles,90003,CA
54141,Heritage High School,26000 Briggs Rd.,Romoland,92585,CA
54149,Scout from University of California,,,,CA
54150,Godinez Fundamental High School,3002 Centennial Rd.,Santa Ana,92704,CA
54159,Patriot High School,4355 Camino Real,Jurupa Valley,92509,CA
54166,Vista del Lago High School,1970 BRd.stone Pkwy.,Folsom,95630,CA
54173,California Military Institute,755 N. A St.,Perris,92570,CA
54194,Classical Academy High School,207 E Pennsylvania Ave,Escondido,92025,CA
54225,West Adams Preparatory High School,1500 W. Washington Blvd.,Los Angeles,90007,CA
54249,Helen Bernstein High School,1309 N. Wilton Pl.,Hollywood,90028,CA
54250,Antelope High School,7801 Titan Dr.,Antelope,95843,CA
54301,Bay Area Technology School- BayTech,8251 Fontaine St.,Oakland,94605,CA
54303,Oakland Charter High School,345 12th St.,Oakland,94607,CA
54304,Literacy First Charter School,,,,CA
54331,Citrus Valley High School,800 W. Pioneer Ave.,Redlands,92374,CA
54345,Shadow Hills High School,39-225 Jefferson St.,Indio,92201,CA
54347,Mission Vista High School,1306 Melrose Dr.,Oceanside,92057,CA
54357,Murrieta Mesa High School,24801 Monroe Ave.,Murrieta,92562,CA
54364,Christopher High School,850 Day Rd.,Gilroy,95020,CA
54367,Alain Leroy Locke College Preparatory Academy,325 E. 111th St.,Los Angeles,90061,CA
54381,Felicitas and Gonzalo Mendez High School,1200 Plaza Del Sol,Los Angeles,90033,CA
54406,American Canyon High School,3000 Newell Dr.,American Canyon,94503,CA
54407,Riverside Virtual School,4011 Fourteenth St.,Riverside,92506,CA
54412,Coliseum College Prep Academy,1390 66th Ave.,Oakland,94621,CA
54418,Rancho Christian High School,,,,CA
54444,Social Justice Leadership Academy at East Torres High School,4211 Dozier St.,Los Angeles,90063,CA
54474,Magnolia Science Academy-Santa Ana,102 Baker St. E.,Costa Mesa,92626,CA
54475,Magnolia Science Academy 2,17125 Victory Blvd.,Van Nuys,91406,CA
54495,"Architecture, Construction and Engineering Charter High School",570 Airport Way,Camarillo,93010,CA
54510,Magnolia Science Academy 3,1254 E. Helmick St.,Carson,90746,CA
54523,Fremont Academy Of Engineering and Design,725 W. Franklin Ave.,Pomona,91766,CA
54531,Synergy Quantum Academy,300 E. 53rd St.,Los Angeles,90011,CA
54544,Diego Rivera Learning Complex - Communications & Technology School,6100 S. Central Ave.,Los Angeles,90001,CA
54601,Cesar E Chavez Learning Academy:  Teacher Prep Academy,1001 Arroyo Ave.,San Fernando,91340,CA
54617,Academies Education & Empowerment At Carson High School,22328 S. Main St.,Carson,90745,CA
54624,STEM Academy Of Hollywood,1309 N. Wilton Pl.,Hollywood,90028,CA
54629,Ofarrell Community Charter School,6130 Skyline Dr.,San Diego,92114,CA
54630,Crawford High School,4191 Colts Way,San Diego,92115,CA
54659,Academies of the Antelope Valley,6300 W. Ave. L,Quartz Hill,93536,CA
54667,Huntington Park Institute Of Applied Medicine,6361 Cottage St.,Huntington Park,90255,CA
54677,Hillcrest High School,11800 Indiana Ave.,Riverside,92503,CA
54687,Ambassador High School,,,,CA
54697,El Capitan High School,100 W. Farmland,Merced,95348,CA
