School ID,Course,Year,School Name,City,Zip/Postal Code,School District,State/Province
470159000624,Bootup Foundational Computer Science,2020,BIG RIDGE ELEMENTARY,Hixson,37343,HAMILTON COUNTY,TN 
470159000746,Bootup Foundational Computer Science,2020,HIXSON ELEMENTARY,Hixson,37343,HAMILTON COUNTY,TN 
470159001995,Bootup Foundational Computer Science,2020,MCCONNELL ELEMENTARY,Hixson,37343,HAMILTON COUNTY,TN 
470159000504,Bootup Foundational Computer Science,2020,MIDDLE VALLEY ELEMENTARY,Hixson,37343,HAMILTON COUNTY,TN 
470159000489,Bootup Foundational Computer Science,2020,ALLEN ELEMENTARY,Soddy Daisy,37379,HAMILTON COUNTY,TN 
470159000496,Bootup Foundational Computer Science,2020,DAISY ELEMENTARY,Soddy Daisy,37379,HAMILTON COUNTY,TN 
470159000527,Bootup Foundational Computer Science,2020,SODDY ELEMENTARY,Soddy Daisy,37379,HAMILTON COUNTY,TN 
470159001787,Bootup Foundational Computer Science,2020,BATTLE ACADEMY FOR TEACHING  LEARNING,Chattanooga,37402,HAMILTON COUNTY,TN 
470159001791,Bootup Foundational Computer Science,2020,TOMMIE F. BROWN ACADEMY,Chattanooga,37403,HAMILTON COUNTY,TN 
470159001103,Bootup Foundational Computer Science,2020,EAST SIDE ELEMENTARY,Chattanooga,37404,HAMILTON COUNTY,TN 
470159000800,Bootup Foundational Computer Science,2020,ORCHARD KNOB ELEMENTARY,Chattanooga,37404,HAMILTON COUNTY,TN 
470159000516,Bootup Foundational Computer Science,2020,RED BANK ELEMENTARY,Chattanooga,37405,HAMILTON COUNTY,TN 
470159000691,Bootup Foundational Computer Science,2020,CLIFTON HILLS ELEMENTARY,Chattanooga,37407,HAMILTON COUNTY,TN 
470159000938,Bootup Foundational Computer Science,2020,CALVIN DONALDSON ENVIRONMENTAL SCIENCE ACADEMY,Chattanooga,37410,HAMILTON COUNTY,TN 
470159000828,Bootup Foundational Computer Science,2020,WOODMORE ELEMENTARY,Chattanooga,37411,HAMILTON COUNTY,TN 
470159000757,Bootup Foundational Computer Science,2020,HILLCREST ELEMENTARY,Chattanooga,37416,HAMILTON COUNTY,TN 
470159000762,Bootup Foundational Computer Science,2020,LAKESIDE ACADEMY,Chattanooga,37416,HAMILTON COUNTY,TN 
470159000618,Bootup Foundational Computer Science,2020,BESS T SHEPHERD ELEMENTARY,Chattanooga,37421,HAMILTON COUNTY,TN 
470159000763,Bootup Foundational Computer Science,2020,CHATTANOOGA SCHOOL FOR THE LIBERAL ARTS,Chattanooga,37421,HAMILTON COUNTY,TN 
470159000530,Bootup Foundational Computer Science,2020,WESTVIEW ELEMENTARY,Chattanooga,37421,HAMILTON COUNTY,TN 
470014802017,Bootup Foundational Computer Science,2020,CHIMNEYROCK ELEMENTARY SCHOOL,Cordova,38016,SHELBY COUNTY,TN 
470014801907,Bootup Foundational Computer Science,2020,DEXTER ELEMENTARY,Cordova,38016,SHELBY COUNTY,TN 
470014802236,Bootup Foundational Computer Science,2020,RIVERWOOD ELEMENTARY SCHOOL,Cordova,38016,SHELBY COUNTY,TN 
470014801911,Bootup Foundational Computer Science,2020,CORDOVA ELEMENTARY,Cordova,38018,SHELBY COUNTY,TN 
470014802041,Bootup Foundational Computer Science,2020,DOWNTOWN ELEMENTARY,Memphis,38103,SHELBY COUNTY,TN 
470014801023,Bootup Foundational Computer Science,2020,BRUCE ELEMENTARY,Memphis,38104,SHELBY COUNTY,TN 
470014801043,Bootup Foundational Computer Science,2020,CUMMINGS ELEMENTARY/MIDDLE,Memphis,38106,SHELBY COUNTY,TN 
