Name,Rank,Year,Company Founding Year,Company Name,Company Relationship,Company Sector,Company Type,Age,Gender,Citizenship,Country of Residence,Region,Type Of Wealth,Net Worth In Billions,Wealth Category,Wealth Industry,Wealth Inherited
Socrates Kokkalis,421,2001,1977,Intracom,CEO,software,neew,Unknown,male,Greece,GRC,Europe,privatized and resources,1.2,New Sectors,Technology-Computer,not inherited
Sydell Miller,421,2001,1980,Matrix,founder,hair care products,new,Unknown,female,United States,USA,North America,founder non-finance,1.2,Traded Sectors,Consumer,not inherited
Thaksin Shinawatra,421,2001,1986,Advanced Info Service,founder,mobile phones,new,Unknown,male,Thailand,THA,East Asia,privatized and resources,1.2,Financial,Real Estate,not inherited
Winthrop Rockefeller,421,2001,1870,Standard Oil,relation,oil,new,52,male,United States,USA,North America,inherited,1.2,Resource Related,Energy,3rd generation
Steven Spielberg,422,1996,1994,DreamWorks,founder,movies,new,49,male,United States,USA,North America,founder non-finance,1,Non-Traded Sectors,Media,not inherited
Carl Pohlad,423,1996,1920,Marquette Bank,owner,banking,aquired,80,male,United States,USA,North America,self-made finance,1,Financial,Money Management,not inherited
Vanich Chaiyawan,429,2014,1942,Thai Life,Chairman,life insurance,new,Unknown,male,Thailand,THA,East Asia,self-made finance,3.7,Financial,Money Management,not inherited
David Shaw,430,2014,1988,D.E. Shaw & Co,founder,hedge funds,new,62,male,United States,USA,North America,self-made finance,3.6,Financial,Hedge funds,not inherited
God Nisanov,430,2014,0,Kiyevskaya Ploshad,founder,real estate,Unknown,41,male,Russia,RUS,Europe,self-made finance,3.6,Financial,Real Estate,not inherited
Ian & Richard Livingstone,430,2014,1987,London & Regional Properties,founder,real estate,new,Unknown,male,United Kingdom,GBR,Europe,self-made finance,3.6,Financial,Real Estate,not inherited
J. Christopher Reyes,430,2014,1976,Reyes Holdings,ceo,beer and food distribution,aquired,60,male,United States,USA,North America,executive,3.6,Non-Traded Sectors,"Retail, Restaurant",not inherited
Jan Kulczyk,430,2014,1988,Kulczyk Investments,founder,"telecom, oil, beer",privatization,64,male,Poland,POL,Europe,privatized and resources,3.6,Non-Traded Sectors,Media,not inherited
Jerry Speyer,430,2014,1978,Tishman Speyer,founder,real estate,new,73,male,United States,USA,North America,self-made finance,3.6,Financial,Real Estate,not inherited
Jude Reyes,430,2014,1976,Reyes Holdings,ceo,beer and food distribution,aquired,58,male,United States,USA,North America,executive,3.6,Non-Traded Sectors,"Retail, Restaurant",not inherited
Maria-Elisabeth Schaeffler,430,2014,1946,Schaeffler Group,relation,roller bearings,new,72,female,Germany,DEU,Europe,inherited,3.6,Traded Sectors,Non-consumer industrial,spouse/widow
Michael Platt,430,2014,2000,BlueCrest Capital Management,founder,hedge funds,new,45,male,United Kingdom,GBR,Europe,self-made finance,3.6,Financial,Hedge funds,not inherited
Reid Hoffman,430,2014,2002,LinkedIn,founder,internet,new,46,male,United States,USA,North America,founder non-finance,3.6,New Sectors,Technology-Computer,not inherited
Sheldon Solow,430,2014,1974,Solow Building Company,founder,real estate,aquired,85,male,United States,USA,North America,self-made finance,3.6,Financial,Real Estate,not inherited
Steven Rales,430,2014,1979,Danaher,founder,venture capitalist,new,62,male,United States,USA,North America,founder non-finance,3.6,Traded Sectors,Non-consumer industrial,not inherited
Steven Udvar-Hazy,430,2014,1973,International Lease Finance Corporation,founder,aircraft leasing,new,68,male,United States,USA,North America,founder non-finance,3.6,0,Other,not inherited
Zarakh Iliev,430,2014,0,Unknown,founder,real estate,Unknown,47,male,Russia,RUS,Europe,self-made finance,3.6,Financial,Real Estate,not inherited
Zhang Shiping,430,2014,1994,China Hongqiao,founder,aluminum,new,67,male,China,CHN,East Asia,privatized and resources,3.6,Resource Related,Mining and metals,not inherited
Adi Godrej,446,2014,1897,Godrej Group,relation,security,new,71,male,India,IND,South Asia,inherited,3.5,Traded Sectors,Consumer,3rd generation
Andreas Struengmann,446,2014,1986,Hexal AG,founder,pharmaceuticals,new,64,male,Germany,DEU,Europe,founder non-finance,3.5,New Sectors,Technology-Medical,not inherited
Bernard Marcus,446,2014,1979,Home Depot,founder,home improvement retail,new,84,male,United States,USA,North America,founder non-finance,3.5,Non-Traded Sectors,"Retail, Restaurant",not inherited
Evan Williams,446,2014,2006,Twitter,founder,internet,new,41,male,United States,USA,North America,founder non-finance,3.5,New Sectors,Technology-Computer,not inherited
George Bishop,446,2014,1981,GeoSouthern,founder,oil and gas,new,77,male,United States,USA,North America,privatized and resources,3.5,Resource Related,Energy,not inherited
"H. Ross Perot, Sr.",446,2014,1962,Electronic Data Systems,founder,data processing,new,83,male,United States,USA,North America,founder non-finance,3.5,New Sectors,Technology-Computer,not inherited
Jamshyd Godrej,446,2014,1897,Godrej Group,relation,security,new,65,male,India,IND,South Asia,inherited,3.5,Traded Sectors,Consumer,3rd generation
Keiichiro Takahara,446,2014,1961,Unicharm,founder,diapers,new,82,male,Japan,JPN,East Asia,founder non-finance,3.5,Traded Sectors,Consumer,not inherited
Leon G. Cooperman,446,2014,1991,Omega Advisors,founder,asset management,new,70,male,United States,USA,North America,self-made finance,3.5,Financial,Hedge funds,not inherited
Lorenzo Mendoza,446,2014,1941,Empresas Polar,relation,beer,new,48,male,Venezuela,VEN,Latin America,inherited,3.5,Traded Sectors,Consumer,father
Lu Guanqiu,446,2014,1969,Wanxiang Group,founder,automotive parts,new,69,male,China,CHN,East Asia,self-made finance,3.5,Financial,Diversified financial,not inherited
Masatoshi Ito,446,2014,1961,Ito-Yokado,founder,retail,new,89,male,Japan,JPN,East Asia,founder non-finance,3.5,Non-Traded Sectors,"Retail, Restaurant",not inherited
Prince Sultan bin Mohammed bin Saud Al Kabeer,446,2014,1997,Almarai,founder,dairy,new,60,male,Saudi Arabia,SAU,Middle East/North Africa,privatized and resources,3.5,Traded Sectors,Consumer,not inherited
Rosa Anna Magno Garavoglia,446,2014,1860,Gruppo Campari,relation,spirits,new,Unknown,female,Italy,ITA,Europe,inherited,3.5,Traded Sectors,Consumer,spouse/widow
Sri Prakash Lohia,446,2014,1973,Indorama Corporation,founder,petrochemicals and textiles,new,61,male,Indonesia,IDN,East Asia,founder non-finance,3.5,Traded Sectors,Non-consumer industrial,not inherited
Thomas Struengmann,446,2014,1986,Hexal AG,founder,pharmaceuticals,new,64,male,Germany,DEU,Europe,founder non-finance,3.5,New Sectors,Technology-Medical,not inherited
Yvonne Bauer,446,2014,1875,Bauer Media Group,relation,media,new,36,female,Germany,DEU,Europe,inherited,3.5,Non-Traded Sectors,Media,5th generation or longer
Zygmunt Solorz-Zak,446,2014,1992,Polsat,founder,television,new,57,male,Poland,POL,Europe,founder non-finance,3.5,Non-Traded Sectors,Media,not inherited
Albert Ueltschi,452,2001,1951,FlightSafety International,founder,commercial pilot training,new,83,male,United States,USA,North America,founder non-finance,1.1,0,Other,not inherited
Arthur Rock,452,2001,1961,Davis & Rock,founder,venture capitalist,new,74,male,United States,USA,North America,self-made finance,1.1,Financial,Venture Capital,not inherited
Barry Lam,452,2001,1988,Quanta Computer,founder,laptops,new,51,male,Taiwan,Taiwan,East Asia,founder non-finance,1.1,New Sectors,Technology-Computer,not inherited
Bruce McCaw,452,2001,1987,McCaw Cellular,founder,cell phones,new,Unknown,male,United States,USA,North America,founder non-finance,1.1,Non-Traded Sectors,Media,not inherited
Charlotte Colket Weber,452,2001,1869,Campbell Soup,relation,soup,aquired,50,female,United States,USA,North America,inherited,1.1,Traded Sectors,Consumer,3rd generation
Christopher Goldsbury,452,2001,1947,Pace Foods,relation,salsa,new,58,male,United States,USA,North America,inherited,1.1,Traded Sectors,Consumer,father
David Murdock,452,2001,1851,Dole Food Company,Chairman and Chief Executive Officer,food,aquired,77,male,United States,USA,North America,executive,1.1,Traded Sectors,Consumer,not inherited
Edward Rogers,452,2001,1962,Rogers Communications,founder,media,new,67,male,Canada,CAN,North America,founder non-finance,1.1,Non-Traded Sectors,Media,not inherited
Francesco Gaetano Caltagirone,452,2001,1947,Caltagirone Holdings,owner,cement,aquired,54,male,Italy,ITA,Europe,executive,1.1,Non-Traded Sectors,Constrution,not inherited
Harrison McCain,452,2001,1956,McCain Foods Limited,founder,food,new,73,male,Canada,CAN,North America,founder non-finance,1.1,Traded Sectors,Consumer,not inherited
Henry Fok,452,2001,1962,Sociedade de Turismo e DiversUnknownes de Macau,investor,casinos,new,77,male,Hong Kong,HKG,East Asia,self-made finance,1.1,Financial,Real Estate,not inherited
Ikuo Ogihara,452,2001,1923,Kyorin Pharmaceutical,president,pharmaceuticals,new,Unknown,male,Japan,JPN,East Asia,Unknown,1.1,New Sectors,Technology-Medical,not inherited
J Joseph Ricketts,452,2001,1975,TD Ameritrade,founder,banking,new,59,male,United States,USA,North America,self-made finance,1.1,Financial,Money Management,not inherited
Jean Coutu,452,2001,1969,Jean Coutu Group,founder,retail,new,73,male,Canada,CAN,North America,founder non-finance,1.1,Non-Traded Sectors,"Retail, Restaurant",not inherited
John Abele,452,2001,1979,Boston Scientific,founder,medical devices,new,69,male,United States,USA,North America,founder non-finance,1.1,New Sectors,Technology-Medical,not inherited
John McCaw,452,2001,1987,McCaw Cellular,relation,cell phones,new,50,male,United States,USA,North America,executive,1.1,Non-Traded Sectors,Media,not inherited
Kagemasa Kozuki,452,2001,1969,Konami,founder,video games,new,Unknown,male,Japan,JPN,East Asia,founder non-finance,1.1,New Sectors,Technology-Computer,not inherited
Keith McCaw,452,2001,1987,McCaw Cellular,relation,cell phones,new,Unknown,male,United States,USA,North America,executive,1.1,Non-Traded Sectors,Media,not inherited
Kenkichi Nakajima,452,2001,1946,Heiwa,founder,pachinko,new,Unknown,male,Japan,JPN,East Asia,founder non-finance,1.1,Traded Sectors,Consumer,not inherited
Marco Tronchetti Provera,452,2001,1872,Pirelli Group,Chairman and Chief Executive Officer,tires,new,Unknown,male,Italy,ITA,Europe,executive,1.1,Traded Sectors,Consumer,not inherited
Mary Anselmo,452,2001,1984,PanAmSat,relation,satallite communications,new,72,female,United States,USA,North America,inherited,1.1,Non-Traded Sectors,Media,spouse/widow
Patricia Short,452,2001,0,Unknown,Unknown,Unknown,Unknown,Unknown,female,United States,USA,North America,Unknown,1.1,0,Other,not inherited
Patrick Ryan,452,2001,1982,Aon Corporation,founder,risk management,new,63,male,United States,USA,North America,self-made finance,1.1,Financial,Hedge funds,not inherited
Peter Woo,452,2001,1955,Worldwide Shipping Group,relation,real estate,new,55,male,Hong Kong,HKG,East Asia,inherited,1.1,Financial,Real Estate,father
Quek Leng Chan,452,2001,1963,Hong Leong Financial Group,founder,financial services,new,60,male,Malaysia,MYS,East Asia,self-made finance,1.1,Financial,Money Management,not inherited
Robert Dedman,452,2001,1957,ClubCorp,founder,golf courses,new,Unknown,male,United States,USA,North America,self-made finance,1.1,Financial,Real Estate,not inherited
Robert McLane,452,2001,1894,McLane Company,relation,groceries,new,64,male,United States,USA,North America,inherited,1.1,Non-Traded Sectors,"Retail, Restaurant",3rd generation
Ronda Stryker,452,2001,1941,Stryker Corporation,relation,medical supplies,new,46,female,United States,USA,North America,inherited,1.1,New Sectors,Technology-Medical,3rd generation
Roy Disney,452,2001,1923,Disney,relation,entertainment,new,71,male,United States,USA,North America,inherited,1.1,Non-Traded Sectors,Media,father
Sidney Kimmel,452,2001,1970,Jones Apparel Group,founder,apparel,new,73,male,United States,USA,North America,founder non-finance,1.1,Traded Sectors,Consumer,not inherited
Stanley Ho,452,2001,1962,Sociedade de Turismo e DiversUnknownes de Macau,founder,casinos,new,79,male,Hong Kong,HKG,East Asia,self-made finance,1.1,Financial,Real Estate,not inherited
Thomas Flatley,452,2001,1958,The Flatley Co,founder,real estate,new,68,male,United States,USA,North America,self-made finance,1.1,Financial,Real Estate,not inherited
Victor Fung,452,2001,1906,Li & Fung Group,relation,supply chain,new,56,male,Hong Kong,HKG,East Asia,inherited,1.1,Non-Traded Sectors,"Retail, Restaurant",3rd generation
Viktor Chernomyrdin,452,2001,1989,Gazprom,founder,natural gas,state owned enterprise,Unknown,male,Russia,RUS,Europe,privatized and resources,1.1,Resource Related,Energy,not inherited
Viscount Rothermere,452,2001,1896,Associated Newspapers,relation,media,new,Unknown,male,United Kingdom,GBR,Europe,inherited,1.1,Non-Traded Sectors,Media,4th generation
Walter Scott Jr,452,2001,1884,Piewit Corporation,former CEO,construction,new,69,male,United States,USA,North America,executive,1.1,Non-Traded Sectors,Constrution,not inherited
William Cook,452,2001,1963,Cook Group,founder,medical technology,new,69,male,United States,USA,North America,founder non-finance,1.1,New Sectors,Technology-Medical,not inherited
William Fung,452,2001,1906,Li & Fung Group,relation,supply chain,new,53,male,Hong Kong,HKG,East Asia,inherited,1.1,Traded Sectors,Consumer,3rd generation
Andrei Guriev,466,2014,1929,Apatit,chairman,fertilizer,privatization,53,male,Russia,RUS,Europe,privatized and resources,3.4,Traded Sectors,Consumer,not inherited
Chung Eui-Sun,466,2014,1967,Hyundai,relation/vice chairman,cars,new,43,male,South Korea,KOR,East Asia,inherited,3.4,Traded Sectors,Consumer,3rd generation
Daniela Herz,466,2014,1949,Maxingvest AG,relation,coffee,new,60,female,Germany,DEU,Europe,inherited,3.4,Traded Sectors,Consumer,father
"Edward Roski, Jr.",466,2014,1948,Majestic Realty Co.,relation,real estate,new,75,male,United States,USA,North America,inherited,3.4,Financial,Real Estate,father
Fredrik Lundberg,466,2014,1944,LE Lundbergforetagen AB,relation,construction,new,62,male,Sweden,SWE,Europe,inherited,3.4,Financial,Real Estate,father
Haim Saban,466,2014,1988,Saban Entertainment,founder,media,new,69,male,United States,USA,North America,founder non-finance,3.4,Non-Traded Sectors,Media,not inherited
Han Chang-Woo,466,2014,1957,Maruhan,"Chairman, CEO",gaming,new,83,male,Japan,JPN,East Asia,founder non-finance,3.4,Non-Traded Sectors,"Retail, Restaurant",not inherited
Jim Davis,466,2014,1972,New Balance,Chairman,shoes,aquired,70,male,United States,USA,North America,executive,3.4,Traded Sectors,Consumer,not inherited
John Doerr,466,2014,1972,Kleinter Perkins Caufield & Byers,employee,venture capitalist,new,62,male,United States,USA,North America,self-made finance,3.4,Financial,Venture Capital,not inherited
John Gandel,466,2014,1939,Chadstone Shopping Center,relation,real estate,aquired,79,male,Australia,AUS,North America,inherited,3.4,Financial,Real Estate,father
Lin Yu-lin,466,2014,1965,Hong Tai Group,founder,real estate,new,78,male,Taiwan,Taiwan,East Asia,self-made finance,3.4,Financial,Real Estate,not inherited
Rafael Del Pino y Calvo-Sotelo,466,2014,1952,Ferrovial,relation,construction,new,55,male,Spain,ESP,Europe,inherited,3.4,Non-Traded Sectors,Constrution,father
Ronda Stryker,466,2014,1941,Stryker Corporation,relation,medical supplies,new,59,female,United States,USA,North America,inherited,3.4,New Sectors,Technology-Medical,3rd generation
Steven Spielberg,466,2014,1994,DreamWorks,founder,movies,new,67,male,United States,USA,North America,founder non-finance,3.4,Non-Traded Sectors,Media,not inherited
Sun Guangxin,466,2014,1989,Xinjiang Guanghui Industry Investment Group,founder,energy,new,51,male,China,CHN,East Asia,self-made finance,3.4,Financial,Diversified financial,not inherited
